tradeId,asset,timestamp,datetime,hourOfDay,dayOfWeek,minuteOfHour,isMarketOpen,direction,directionEncoded,entryPrice,openPrice,highPrice,lowPrice,closePrice,rsi1m,rsi1mPrev,bbUpper,bbMiddle,bbLower,rsi5m,rsi5mPrev,adx15m,sma15m,sma15mPrev,bbWidth,bbWidthPct,pricePositionInBB,distToUpperBB,distToLowerBB,rsiDelta1m,rsiDelta5m,rsiDivergence,smaSlope15m,distToSma15m,atr1m,candleBodyPct,upperWickPct,lowerWickPct,regime,regimeEncoded,strategyType,strategyEncoded,confidence,priceChange1,priceChange5,priceChange15,target,exitReason,pnl,barsHeld
R_100_1764468575685_30,R_100,1756753020,2025-09-01T18:57:00.000Z,18,1,57,1,CALL,1,1246.140000,1250.300000,1250.460000,1246.140000,1246.140000,29.800000,38.240000,1259.849095,1254.526000,1249.202905,47.720000,57.420000,25.791148,1237.663000,1237.195500,0.008486,0.848622,-1.575399,1.100125,-0.245791,-8.440000,-9.700000,-17.920000,0.037787,0.684920,2.397618,0.962963,0.037037,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.351848,-0.645017,-0.620454,0,SL,-20.000000,7
R_100_1764468575685_31,R_100,1756757100,2025-09-01T20:05:00.000Z,20,1,5,1,CALL,1,1247.720000,1251.990000,1252.020000,1247.720000,1247.720000,29.660000,34.530000,1267.921207,1258.048000,1248.174793,44.950000,46.510000,20.810133,1245.642000,1244.608000,0.015696,1.569607,-1.046063,1.619050,-0.036450,-4.870000,-1.560000,-15.290000,0.083078,0.166822,2.741179,0.993023,0.006977,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.309207,-0.616507,-1.225459,1,TP,32.000000,19
R_100_1764468575685_32,R_100,1756758840,2025-09-01T20:34:00.000Z,20,1,34,1,CALL,1,1243.430000,1244.800000,1245.410000,1243.430000,1243.430000,29.430000,31.430000,1259.772356,1252.091000,1244.409644,40.750000,46.920000,20.541517,1247.097500,1246.306000,0.012270,1.226965,-1.127535,1.314296,-0.078786,-2,-6.170000,-11.320000,0.063508,-0.294083,2.457292,0.691919,0.308081,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.111663,-0.626563,-0.659908,0,TIMEOUT,9.071681,30
R_100_1764468575685_33,R_100,1756776360,2025-09-02T01:26:00.000Z,1,2,26,1,CALL,1,1276.300000,1281.330000,1281.330000,1276.300000,1276.300000,26.090000,33.500000,1297.836609,1288.527500,1279.218391,39.470000,48.860000,38.009452,1271.716000,1270.637000,0.014449,1.444922,-1.313498,1.687425,-0.228660,-7.410000,-9.390000,-13.380000,0.084918,0.360458,2.716218,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.406552,-0.806727,-1.364040,0,TIMEOUT,-7.176996,30
R_100_1764468575685_34,R_100,1756782180,2025-09-02T03:03:00.000Z,3,2,3,1,CALL,1,1274.570000,1277.630000,1277.850000,1274.420000,1274.570000,28.140000,32.910000,1295.343782,1285.745500,1276.147218,42.740000,46.600000,32.344652,1280.475500,1279.630500,0.014930,1.493030,-1.164323,1.629866,-0.123745,-4.770000,-3.860000,-14.600000,0.066035,-0.461196,2.555551,0.892128,0.064140,0.043732,BULLISH_TREND,2,MOMENTUM,1,85,-0.264486,-0.518260,-1.164711,0,SL,-20.000000,20
R_100_1764468575685_35,R_100,1756798380,2025-09-02T07:33:00.000Z,7,2,33,1,PUT,0,1198.340000,1196.640000,1198.630000,1196.440000,1198.340000,70.030000,67.690000,1196.629778,1190.585500,1184.541222,44.840000,37.520000,55.200015,1222.653000,1227.416000,0.010153,1.015346,1.282949,-0.142716,1.151491,2.340000,7.320000,25.190000,-0.388051,-1.988545,2.233749,0.776256,0.132420,0.091324,BEARISH_TREND,0,MOMENTUM,1,85,0.116965,0.699148,0.753334,0,SL,-20.000000,30
R_100_1764468575685_36,R_100,1756800660,2025-09-02T08:11:00.000Z,8,2,11,1,PUT,0,1207.260000,1205.220000,1207.820000,1205.220000,1207.260000,70.600000,66.440000,1208.583092,1200.948000,1193.312908,56.630000,52.620000,49.808725,1215.202500,1218.791000,0.012715,1.271511,0.826709,0.109595,1.155268,4.160000,4.010000,13.970000,-0.294431,-0.653595,2.488381,0.784615,0.215385,0,BEARISH_TREND,0,MOMENTUM,1,85,0.190046,0.430920,0.903506,0,TIMEOUT,-6.659709,30
R_100_1764468575685_37,R_100,1756829520,2025-09-02T16:12:00.000Z,16,2,12,1,PUT,0,1225.420000,1227.700000,1229.050000,1225.420000,1225.420000,63.050000,71.140000,1230.340992,1220.794000,1211.247008,60.810000,67.160000,17.478148,1212.849500,1212.759000,0.015641,1.564063,0.484551,0.401576,1.156582,-8.090000,-6.350000,2.240000,0.007462,1.036444,2.383090,0.628099,0.371901,0,RANGE,1,MEAN_REVERSION,0,80,-0.197907,0.207706,0.572864,0,SL,-20.000000,8
R_100_1764468575685_38,R_100,1756836960,2025-09-02T18:16:00.000Z,18,2,16,1,CALL,1,1232.640000,1235.460000,1235.700000,1232.040000,1232.640000,26.820000,30.860000,1251.573362,1243.066000,1234.558638,43.440000,50.730000,31.897201,1222.742500,1221.502000,0.013688,1.368771,-1.225527,1.536001,-0.155653,-4.040000,-7.290000,-16.620000,0.101555,0.809451,2.637416,0.770492,0.065574,0.163934,BULLISH_TREND,2,MOMENTUM,1,85,-0.248440,-0.680053,-1.003903,0,TIMEOUT,4.283489,30
R_100_1764468575686_39,R_100,1756892160,2025-09-03T09:36:00.000Z,9,3,36,1,CALL,1,1176.390000,1180.550000,1180.550000,1176.390000,1176.390000,25.230000,30.090000,1200.467428,1188.741000,1177.014572,46.100000,50.500000,26.834353,1171.440500,1170.648000,0.019729,1.972916,-1.053262,2.046722,-0.053092,-4.860000,-4.400000,-20.870000,0.067698,0.422514,2.560111,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.334649,-0.793557,-1.669230,0,TIMEOUT,13.566929,30
R_100_1764468575686_40,R_100,1756923180,2025-09-03T18:13:00.000Z,18,3,13,1,CALL,1,1155.960000,1154.630000,1156.180000,1154.170000,1155.960000,35.470000,29.800000,1168.136623,1160.956500,1153.776377,41.920000,44.230000,19.092716,1159.151000,1159.785000,0.012369,1.236932,-0.695879,1.053378,0.188901,5.670000,-2.310000,-6.450000,-0.054665,-0.275288,2.320380,0.661692,0.109453,0.228856,RANGE,1,MEAN_REVERSION,0,80,0.123860,-0.161509,-0.595074,0,SL,-20.000000,6
R_100_1764468575686_41,R_100,1756940160,2025-09-03T22:56:00.000Z,22,3,56,0,PUT,0,1132.370000,1131.890000,1132.980000,1131.770000,1132.370000,70.360000,70,1133.550646,1122.445000,1111.339354,59.680000,57.780000,48.021286,1132.349000,1133.903500,0.019788,1.978831,0.893690,0.104263,1.857224,0.360000,1.900000,10.680000,-0.137093,0.001855,2.313315,0.396694,0.504132,0.099174,BEARISH_TREND,0,MOMENTUM,1,85,0.023849,0.386521,1.347880,0,SL,-20.000000,7
R_100_1764468575686_42,R_100,1756946160,2025-09-04T00:36:00.000Z,0,4,36,1,PUT,0,1142.370000,1142.750000,1143.070000,1140.790000,1142.370000,62.260000,64.320000,1145.365725,1137.350000,1129.334275,61.850000,64.520000,34.885480,1129.072000,1129.114000,0.014095,1.409544,0.626269,0.262238,1.141112,-2.060000,-2.670000,0.410000,-0.003720,1.177781,2.295641,0.166667,0.140351,0.692982,RANGE,1,MEAN_REVERSION,0,80,-0.060364,0.148157,1.001733,1,TP,32.000000,13
R_100_1764468575686_43,R_100,1756954260,2025-09-04T02:51:00.000Z,2,4,51,1,PUT,0,1126.940000,1130.850000,1131.420000,1126.940000,1126.940000,50.760000,63.460000,1131.748397,1127.111500,1122.474603,47.680000,55.400000,20.437430,1128.615000,1128.451500,0.008228,0.822793,-0.036986,0.426677,0.396241,-12.700000,-7.720000,3.080000,0.014489,-0.148412,2.335820,0.872768,0.127232,0,RANGE,1,MEAN_REVERSION,0,80,-0.349282,-0.058531,0.035507,0,TIMEOUT,16.078939,30
R_100_1764468575686_44,R_100,1756969560,2025-09-04T07:06:00.000Z,7,4,6,1,PUT,0,1104,1103.030000,1104.580000,1101.930000,1104,70.790000,68.850000,1103.850177,1098.632500,1093.414823,49.700000,46.020000,35.956296,1110.174500,1111.153000,0.009498,0.949849,1.028714,-0.013571,0.958802,1.940000,3.680000,21.090000,-0.088062,-0.556174,2.071465,0.366038,0.218868,0.415094,BEARISH_TREND,0,MOMENTUM,1,85,0.080681,0.331713,0.780501,0,SL,-20.000000,13
R_100_1764468575686_45,R_100,1756970640,2025-09-04T07:24:00.000Z,7,4,24,1,PUT,0,1111.500000,1109.350000,1111.780000,1109.350000,1111.500000,74.440000,70.790000,1111.172139,1105.761500,1100.350861,61.770000,57.330000,32.909045,1109.614000,1110.174500,0.009786,0.978627,1.060596,-0.029497,1.003071,3.650000,4.440000,12.670000,-0.050488,0.169969,2.030019,0.884774,0.115226,0,BEARISH_TREND,0,MOMENTUM,1,85,0.167622,0.332184,0.825472,0,SL,-20.000000,14
R_100_1764468575686_46,R_100,1756971780,2025-09-04T07:43:00.000Z,7,4,43,1,PUT,0,1123.910000,1124.330000,1125.570000,1123.860000,1123.910000,81.650000,84.950000,1125.379527,1113.978000,1102.576473,69.780000,67.060000,31.907196,1109.289000,1109.614000,0.020470,2.046993,0.871111,0.130751,1.898153,-3.300000,2.720000,11.870000,-0.029289,1.318051,2.137098,0.245614,0.725146,0.029240,BEARISH_TREND,0,MOMENTUM,1,85,-0.061355,0.525026,1.459729,0,TIMEOUT,14.912226,30
R_100_1764468575686_47,R_100,1756987200,2025-09-04T12:00:00.000Z,12,4,0,1,CALL,1,1136.180000,1139.590000,1140.720000,1136.130000,1136.180000,25.630000,30.760000,1151.602679,1144.877500,1138.152321,43.900000,54.520000,37.700425,1125.761500,1124.433500,0.011748,1.174829,-1.293274,1.357415,-0.173592,-5.130000,-10.620000,-18.270000,0.118104,0.925462,2.228991,0.742919,0.246187,0.010893,BULLISH_TREND,2,MOMENTUM,1,85,-0.244958,-0.644484,-0.993395,0,SL,-20.000000,3
R_100_1764468575686_48,R_100,1756987680,2025-09-04T12:08:00.000Z,12,4,8,1,CALL,1,1128.020000,1131.230000,1131.800000,1128.020000,1128.020000,25.760000,30.130000,1151.843980,1138.233000,1124.622020,42.640000,43.900000,37.700425,1125.761500,1124.433500,0.023916,2.391598,-0.750350,2.112017,0.301234,-4.370000,-1.260000,-16.880000,0.118104,0.200620,2.369678,0.849206,0.150794,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.280236,-0.161968,-1.607571,1,TP,32.000000,11
R_100_1764468575686_49,R_100,1756991520,2025-09-04T13:12:00.000Z,13,4,12,1,CALL,1,1123.410000,1127.280000,1127.280000,1122.820000,1123.410000,24.890000,32.260000,1138.275671,1131.857500,1125.439329,39.620000,43.100000,28.822736,1128.828000,1128.487000,0.011341,1.134095,-1.316185,1.323263,-0.180640,-7.370000,-3.480000,-14.730000,0.030217,-0.479967,2.238183,0.867713,0,0.132287,BULLISH_TREND,2,MOMENTUM,1,85,-0.356563,-0.518919,-0.897158,1,TP,32.000000,8
R_100_1764468575686_50,R_100,1756993560,2025-09-04T13:46:00.000Z,13,4,46,1,CALL,1,1118.350000,1120.460000,1120.850000,1118.350000,1118.350000,27.200000,31.340000,1130.685111,1124.485500,1118.285889,36.180000,37.520000,25.306613,1129.515000,1129.012500,0.011027,1.102657,-0.989659,1.102974,0.005733,-4.140000,-1.340000,-8.980000,0.044508,-0.988477,2.108165,0.844000,0.156000,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.180298,-0.278206,-0.845827,1,TP,32.000000,8
R_100_1764468575686_51,R_100,1757011980,2025-09-04T18:53:00.000Z,18,4,53,1,PUT,0,1109.150000,1107.890000,1109.150000,1107.480000,1109.150000,70.900000,68.720000,1108.425432,1100.789500,1093.153568,58.700000,48.300000,22.922319,1108.545500,1109.359000,0.013874,1.387356,1.094889,-0.065326,1.442224,2.180000,10.400000,12.200000,-0.073331,0.054531,2.164882,0.754491,0,0.245509,BEARISH_TREND,0,MOMENTUM,1,85,0.124575,0.561217,0.932751,0,TIMEOUT,12.550151,30
R_100_1764468575686_52,R_100,1757019360,2025-09-04T20:56:00.000Z,20,4,56,1,PUT,0,1109.230000,1107.960000,1110.210000,1107.960000,1109.230000,67.370000,63.880000,1110.785968,1101.695000,1092.604032,57.540000,54.960000,17.156319,1105.549500,1105.540000,0.016504,1.650360,0.828845,0.140275,1.498875,3.490000,2.580000,9.830000,0.000859,0.332911,2.013005,0.564444,0.435556,0,RANGE,1,MEAN_REVERSION,0,80,0.147165,0.363732,1.247764,0,TIMEOUT,12.765612,30
R_100_1764468575686_53,R_100,1757026020,2025-09-04T22:47:00.000Z,22,4,47,0,PUT,0,1115.470000,1115.850000,1116.250000,1114.260000,1115.470000,67.700000,69.020000,1117.545847,1108.464000,1099.382153,59.250000,61.320000,14.130133,1107.167500,1105.948500,0.016386,1.638636,0.771429,0.186096,1.442248,-1.320000,-2.070000,8.450000,0.110222,0.749887,2.340278,0.190955,0.201005,0.608040,RANGE,1,MEAN_REVERSION,0,80,-0.032263,0.358981,1.034373,0,SL,-20.000000,9
R_100_1764468575686_54,R_100,1757031120,2025-09-05T00:12:00.000Z,0,5,12,1,CALL,1,1101.200000,1100.230000,1101.840000,1100.210000,1101.200000,32.900000,27.950000,1112.755608,1106.234000,1099.712392,39.660000,39.140000,13.089788,1108.451500,1108.881500,0.011791,1.179065,-0.771895,1.049365,0.135090,4.950000,0.520000,-6.760000,-0.038778,-0.654201,1.986790,0.595092,0.392638,0.012270,RANGE,1,MEAN_REVERSION,0,80,0.102721,-0.348401,-0.663924,0,SL,-20.000000,15
R_100_1764468575686_55,R_100,1757048460,2025-09-05T05:01:00.000Z,5,5,1,1,PUT,0,1096.530000,1093.830000,1096.830000,1093.140000,1096.530000,72.830000,67.540000,1093.961339,1088.212500,1082.463661,62.410000,60.080000,27.739835,1087.481500,1087.758000,0.010566,1.056566,1.446814,-0.234254,1.282805,5.290000,2.330000,10.420000,-0.025419,0.832060,2.225571,0.731707,0.081301,0.186992,BEARISH_TREND,0,MOMENTUM,1,85,0.284429,0.853530,0.724757,0,TIMEOUT,5.034062,30
R_100_1764468575686_56,R_100,1757059260,2025-09-05T08:01:00.000Z,8,5,1,1,CALL,1,1109.140000,1112.580000,1112.580000,1108.240000,1109.140000,27.270000,34.130000,1123.497026,1116.474000,1109.450974,47.740000,50.190000,35.044825,1102.625500,1101.407000,0.012581,1.258072,-1.044279,1.294429,-0.028037,-6.860000,-2.450000,-20.470000,0.110631,0.590817,2.297060,0.792627,0,0.207373,BULLISH_TREND,2,MOMENTUM,1,85,-0.317255,-0.462178,-1.098568,0,TIMEOUT,19.979444,30
R_100_1764468575686_57,R_100,1757066700,2025-09-05T10:05:00.000Z,10,5,5,1,CALL,1,1128.320000,1131.170000,1131.540000,1128.320000,1128.320000,25.630000,30.030000,1142.905575,1136.345500,1129.785425,48.790000,49.500000,36.781297,1120.585000,1119.082500,0.011546,1.154592,-1.223385,1.292681,-0.129877,-4.400000,-0.710000,-23.160000,0.134262,0.690264,2.276479,0.885093,0.114907,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.247542,-0.656817,-0.816624,0,TIMEOUT,4.537720,30
R_100_1764468575686_58,R_100,1757083080,2025-09-05T14:38:00.000Z,14,5,38,1,CALL,1,1157.040000,1157.830000,1158.790000,1156.880000,1157.040000,29.450000,31.760000,1169.452675,1163.187000,1156.921325,46.530000,50.670000,40.764622,1152.294500,1151.720500,0.010773,1.077329,-0.981059,1.072796,0.010257,-2.310000,-4.140000,-17.080000,0.049838,0.411830,1.990352,0.413613,0.502618,0.083770,BULLISH_TREND,2,MOMENTUM,1,85,-0.094117,-0.311892,-0.747158,0,TIMEOUT,-0.691419,30
R_100_1764468575686_59,R_100,1757090460,2025-09-05T16:41:00.000Z,16,5,41,1,CALL,1,1146.530000,1146.200000,1146.660000,1145.530000,1146.530000,27.550000,25.470000,1160.838546,1152.728500,1144.618454,31.110000,31.180000,29.225108,1159.543000,1159.504000,0.014071,1.407104,-0.764299,1.247987,0.166724,2.080000,-0.070000,-3.560000,0.003364,-1.122252,2.082794,0.292035,0.115044,0.592920,RANGE,1,MEAN_REVERSION,0,80,0.039264,-0.365852,-0.730755,0,SL,-20.000000,13
R_100_1764468575686_60,R_100,1757097540,2025-09-05T18:39:00.000Z,18,5,39,1,CALL,1,1164.360000,1162,1164.360000,1161.580000,1164.360000,42.800000,35.470000,1172.445077,1166.608000,1160.770923,49.350000,50.920000,24.797744,1161.616000,1161.391500,0.010007,1.000692,-0.385124,0.694379,0.308245,7.330000,-1.570000,-6.550000,0.019330,0.236223,2.164113,0.848921,0,0.151079,RANGE,1,MEAN_REVERSION,0,80,0.181544,-0.104669,-0.359417,0,TIMEOUT,-8.244873,1