TradeID,Direction,EntryTime,EntryPrice,EntryRSI,ExitReason,Profit,BarsHeld,BestPricePct,ImmediateReversal,NearMiss,SqueezeDuration,ATR,HourOfDay,DayOfWeek
1206,SHORT,2025-11-19T02:46:00.000Z,39399.50,36.5,SL,-78.80,5,39.4,0,0,5,60.11,2,3
1207,SHORT,2025-11-19T03:07:00.000Z,39325.70,35.6,SL,-78.65,8,68.6,0,1,8,62.69,3,3
1208,SHORT,2025-11-19T03:37:00.000Z,39307.85,41.0,SL,-78.62,3,0.7,1,0,7,59.40,3,3
1209,SHORT,2025-11-19T04:09:00.000Z,39279.33,41.0,SL,-78.56,1,0.0,1,0,20,57.39,4,3
1211,SHORT,2025-11-19T04:52:00.000Z,39046.16,32.2,SL,-78.09,5,8.9,0,0,8,54.49,4,3
1213,SHORT,2025-11-19T05:39:00.000Z,38789.98,27.5,SL,-77.58,1,0.0,1,0,5,57.69,5,3
1214,SHORT,2025-11-19T05:50:00.000Z,38768.67,30.3,SL,-77.54,5,21.7,0,0,2,58.27,5,3
1215,SHORT,2025-11-19T06:14:00.000Z,38755.16,35.4,SL,-77.51,10,55.9,0,1,3,54.34,6,3
1217,LONG,2025-11-19T06:59:00.000Z,39103.57,64.4,SL,-78.21,6,15.4,0,0,2,56.98,6,3
1218,SHORT,2025-11-19T07:28:00.000Z,38903.53,38.0,SL,-77.81,2,0.0,1,0,20,55.52,7,3
1219,LONG,2025-11-19T07:43:00.000Z,39101.01,58.6,SL,-78.20,18,79.1,0,1,20,59.13,7,3
1220,LONG,2025-11-19T08:16:00.000Z,39262.28,63.7,SL,-78.52,4,9.6,0,0,2,54.12,8,3
1222,SHORT,2025-11-19T08:55:00.000Z,39284.79,38.8,SL,-78.57,5,44.8,0,0,6,55.56,8,3
1224,LONG,2025-11-19T09:26:00.000Z,39638.69,75.7,SL,-79.28,5,22.4,0,0,7,59.33,9,3
1225,LONG,2025-11-19T10:35:00.000Z,39555.57,65.4,SL,-79.11,10,24.1,0,0,7,55.91,10,3
1226,LONG,2025-11-19T10:46:00.000Z,39617.46,68.5,SL,-79.23,3,14.3,1,0,5,58.33,10,3
1227,LONG,2025-11-19T10:51:00.000Z,39669.88,71.9,SL,-79.34,22,85.2,0,1,10,57.74,10,3
1228,SHORT,2025-11-19T11:23:00.000Z,39476.45,31.5,SL,-78.95,15,81.7,0,1,9,57.10,11,3
1230,SHORT,2025-11-19T12:39:00.000Z,39058.10,19.9,SL,-78.12,2,11.8,1,0,3,59.17,12,3
1232,LONG,2025-11-19T13:51:00.000Z,40007.89,81.9,SL,-80.02,5,40.9,0,0,14,54.43,13,3
1233,LONG,2025-11-19T14:13:00.000Z,40033.01,71.1,SL,-80.07,4,34.8,0,0,1,58.31,14,3
1234,SHORT,2025-11-19T14:28:00.000Z,39821.21,37.7,SL,-79.64,10,27.2,0,0,3,53.88,14,3
1235,LONG,2025-11-19T14:39:00.000Z,39995.04,63.0,SL,-79.99,3,3.3,1,0,2,56.47,14,3
1236,SHORT,2025-11-19T14:57:00.000Z,39636.96,33.1,SL,-79.27,8,20.6,0,0,2,59.49,14,3
1237,SHORT,2025-11-19T16:13:00.000Z,39300.16,41.9,SL,-78.60,2,18.5,1,0,14,50.63,16,3
1238,LONG,2025-11-19T16:25:00.000Z,39452.39,63.7,SL,-78.90,11,61.0,0,1,20,50.79,16,3
1239,LONG,2025-11-19T17:06:00.000Z,39460.63,64.0,SL,-78.92,5,54.7,0,1,10,57.71,17,3
1240,SHORT,2025-11-19T17:28:00.000Z,39232.77,42.5,SL,-78.47,4,27.6,0,0,1,61.37,17,3
1241,SHORT,2025-11-19T17:47:00.000Z,39163.38,36.4,SL,-78.33,6,35.6,0,0,20,55.19,17,3
1242,SHORT,2025-11-19T18:05:00.000Z,39105.48,37.0,SL,-78.21,4,17.4,0,0,7,58.62,18,3
1244,LONG,2025-11-19T18:58:00.000Z,39378.07,65.0,SL,-78.76,3,16.9,1,0,20,52.20,18,3
1247,LONG,2025-11-19T22:01:00.000Z,39492.63,71.7,SL,-78.99,3,0.0,1,0,16,66.76,22,3
1248,SHORT,2025-11-19T22:47:00.000Z,39319.19,33.4,SL,-78.64,12,34.9,0,0,8,55.13,22,3
1249,LONG,2025-11-19T23:17:00.000Z,39478.40,63.6,SL,-78.96,2,7.5,1,0,7,50.41,23,3
1250,LONG,2025-11-19T23:30:00.000Z,39506.57,61.8,SL,-79.01,3,11.5,1,0,20,57.34,23,3
1251,SHORT,2025-11-19T23:36:00.000Z,39351.62,41.5,SL,-78.70,4,20.7,0,0,20,57.02,23,3
1252,SHORT,2025-11-19T23:52:00.000Z,39329.03,39.6,SL,-78.66,9,63.6,0,1,20,55.91,23,3
1253,LONG,2025-11-20T00:09:00.000Z,39514.03,66.0,SL,-79.03,5,0.0,0,0,6,53.48,0,4
1255,LONG,2025-11-20T01:13:00.000Z,39834.43,68.0,SL,-79.67,4,7.4,0,0,1,62.69,1,4
1256,SHORT,2025-11-20T01:51:00.000Z,39633.86,41.9,SL,-79.27,7,35.0,0,0,10,51.46,1,4
1257,LONG,2025-11-20T02:02:00.000Z,39880.45,68.0,SL,-79.76,5,31.1,0,0,9,52.77,2,4
1258,LONG,2025-11-20T02:39:00.000Z,39786.77,57.9,SL,-79.57,14,69.1,0,1,14,56.92,2,4
1261,LONG,2025-11-20T04:16:00.000Z,40685.99,64.1,SL,-81.37,2,1.7,1,0,3,63.86,4,4
1262,LONG,2025-11-20T04:41:00.000Z,40751.28,64.8,SL,-81.50,1,0.0,1,0,16,58.43,4,4
1263,LONG,2025-11-20T04:52:00.000Z,40726.07,59.0,SL,-81.45,1,4.6,1,0,8,58.42,4,4
1264,LONG,2025-11-20T05:26:00.000Z,40644.08,59.0,SL,-81.29,3,14.9,1,0,3,58.52,5,4
1265,LONG,2025-11-20T05:33:00.000Z,40744.52,62.4,SL,-81.49,20,79.7,0,1,4,56.73,5,4
1266,SHORT,2025-11-20T06:01:00.000Z,40580.04,39.6,SL,-81.16,6,32.9,0,0,1,58.31,6,4
1270,LONG,2025-11-20T08:27:00.000Z,39821.08,62.4,SL,-79.64,4,16.5,0,0,12,60.00,8,4
1272,LONG,2025-11-20T09:05:00.000Z,40133.16,73.1,SL,-80.27,2,17.0,1,0,3,51.92,9,4
1273,SHORT,2025-11-20T09:25:00.000Z,39973.33,43.5,SL,-79.95,22,72.8,0,1,2,57.41,9,4
1274,SHORT,2025-11-20T09:59:00.000Z,39909.06,43.0,SL,-79.82,10,39.6,0,0,11,61.80,9,4
1275,SHORT,2025-11-20T10:27:00.000Z,39661.83,25.4,SL,-79.32,3,0.0,1,0,5,59.25,10,4
1276,SHORT,2025-11-20T10:39:00.000Z,39580.36,27.7,SL,-79.16,5,44.4,0,0,9,59.08,10,4
1279,LONG,2025-11-20T13:22:00.000Z,40000.24,74.5,SL,-80.00,2,1.2,1,0,3,54.31,13,4
1280,SHORT,2025-11-20T13:35:00.000Z,39681.62,26.1,SL,-79.36,2,0.0,1,0,9,55.50,13,4
1281,SHORT,2025-11-20T13:40:00.000Z,39571.59,26.3,SL,-79.14,15,35.2,0,0,9,61.49,13,4
1282,SHORT,2025-11-20T14:11:00.000Z,39548.68,41.8,SL,-79.10,7,43.1,0,0,6,58.66,14,4
1283,LONG,2025-11-20T14:22:00.000Z,39747.77,64.3,SL,-79.50,4,2.8,0,0,3,63.91,14,4
1287,SHORT,2025-11-20T17:21:00.000Z,40115.44,38.5,SL,-80.23,4,0.0,0,0,3,55.97,17,4
1288,LONG,2025-11-20T17:38:00.000Z,40351.06,62.4,SL,-80.70,7,30.9,0,0,6,53.11,17,4
1289,SHORT,2025-11-20T17:56:00.000Z,40133.98,38.7,SL,-80.27,6,28.8,0,0,1,55.17,17,4
1290,SHORT,2025-11-20T18:11:00.000Z,40068.24,34.3,SL,-80.14,2,0.0,1,0,8,53.32,18,4
1291,SHORT,2025-11-20T18:18:00.000Z,40032.89,36.5,SL,-80.07,10,56.0,0,1,15,55.63,18,4
1292,SHORT,2025-11-20T18:49:00.000Z,39935.90,36.2,SL,-79.87,6,13.0,0,0,5,67.74,18,4
1294,SHORT,2025-11-20T20:35:00.000Z,39641.66,41.2,SL,-79.28,5,5.1,0,0,3,65.18,20,4
1295,LONG,2025-11-20T20:52:00.000Z,39930.60,65.3,SL,-79.86,5,13.8,0,0,6,61.96,20,4
1296,LONG,2025-11-20T21:08:00.000Z,40088.85,76.9,SL,-80.18,10,75.3,0,1,2,57.67,21,4
1299,LONG,2025-11-21T00:08:00.000Z,40551.97,72.0,SL,-81.10,2,12.8,1,0,13,61.89,0,5
1300,LONG,2025-11-21T00:19:00.000Z,40634.19,70.0,SL,-81.27,2,16.1,1,0,2,63.02,0,5
1301,SHORT,2025-11-21T00:39:00.000Z,40415.46,37.5,SL,-80.83,4,14.7,0,0,7,59.56,0,5
1302,SHORT,2025-11-21T01:36:00.000Z,40343.50,42.1,SL,-80.69,8,36.2,0,0,4,59.42,1,5
1304,LONG,2025-11-21T01:51:00.000Z,40696.37,74.8,SL,-81.39,24,87.9,0,1,14,60.92,1,5
1306,LONG,2025-11-21T02:35:00.000Z,41017.84,74.7,SL,-82.04,5,38.2,0,0,7,55.39,2,5
1307,SHORT,2025-11-21T03:08:00.000Z,40797.57,29.8,SL,-81.60,9,34.0,0,0,11,56.06,3,5
1308,LONG,2025-11-21T03:22:00.000Z,40984.90,62.1,SL,-81.97,3,19.2,1,0,7,54.86,3,5
1309,LONG,2025-11-21T03:55:00.000Z,40821.02,55.2,SL,-81.64,6,7.1,0,0,3,57.24,3,5
1310,SHORT,2025-11-21T04:04:00.000Z,40609.49,37.0,SL,-81.22,11,72.2,0,1,3,54.87,4,5
1311,SHORT,2025-11-21T04:20:00.000Z,40356.52,28.2,SL,-80.71,15,84.0,0,1,3,56.69,4,5
1314,LONG,2025-11-21T06:02:00.000Z,40906.99,57.6,SL,-81.81,6,42.8,0,0,6,62.33,6,5
1316,SHORT,2025-11-21T06:56:00.000Z,40227.36,24.8,SL,-80.45,2,1.3,1,0,6,51.12,6,5
1317,SHORT,2025-11-21T07:22:00.000Z,40311.75,42.5,SL,-80.62,6,53.5,0,1,6,57.20,7,5
1319,SHORT,2025-11-21T09:13:00.000Z,40415.14,39.7,SL,-80.83,3,33.0,1,0,1,61.48,9,5
1320,LONG,2025-11-21T09:35:00.000Z,40699.87,63.8,SL,-81.40,3,7.7,1,0,1,56.05,9,5
1321,SHORT,2025-11-21T09:52:00.000Z,40504.73,38.6,SL,-81.01,14,66.6,0,1,1,54.95,9,5
1323,SHORT,2025-11-21T11:22:00.000Z,39851.03,28.5,SL,-79.70,4,46.8,0,0,5,56.48,11,5
1324,LONG,2025-11-21T11:30:00.000Z,40072.73,62.6,SL,-80.15,8,17.1,0,0,4,61.55,11,5
1325,LONG,2025-11-21T12:05:00.000Z,40181.28,61.0,SL,-80.36,9,60.7,0,1,15,63.78,12,5
1328,SHORT,2025-11-21T13:14:00.000Z,39781.31,23.5,SL,-79.56,2,0.0,1,0,1,62.13,13,5
1331,LONG,2025-11-21T14:25:00.000Z,39454.68,62.0,SL,-78.91,3,6.9,1,0,4,54.02,14,5
1332,LONG,2025-11-21T15:06:00.000Z,39519.12,68.3,SL,-79.04,1,3.7,1,0,2,64.12,15,5
1334,LONG,2025-11-21T16:21:00.000Z,39076.45,63.3,SL,-78.15,9,32.9,0,0,15,53.74,16,5
1335,SHORT,2025-11-21T16:38:00.000Z,38876.25,37.0,SL,-77.75,4,0.0,0,0,2,60.09,16,5
1336,SHORT,2025-11-21T16:55:00.000Z,38857.67,33.5,SL,-77.72,2,0.0,1,0,9,54.25,16,5
1337,SHORT,2025-11-21T17:02:00.000Z,38827.40,38.8,SL,-77.65,8,37.0,0,0,16,57.28,17,5
1338,LONG,2025-11-21T17:11:00.000Z,39002.57,60.1,SL,-78.01,2,0.0,1,0,1,59.26,17,5
1339,SHORT,2025-11-21T17:43:00.000Z,38846.71,39.0,SL,-77.69,13,70.1,0,1,17,53.72,17,5
1340,LONG,2025-11-21T18:02:00.000Z,39115.09,68.3,SL,-78.23,1,5.7,1,0,2,58.31,18,5
1341,LONG,2025-11-21T18:45:00.000Z,39108.67,58.6,SL,-78.22,1,3.3,1,0,16,55.53,18,5
1343,SHORT,2025-11-21T19:15:00.000Z,38689.97,21.8,SL,-77.38,2,0.0,1,0,5,52.66,19,5
1344,LONG,2025-11-21T19:26:00.000Z,38901.30,62.0,SL,-77.80,3,10.2,1,0,5,58.37,19,5
1345,LONG,2025-11-21T19:45:00.000Z,38963.41,65.4,SL,-77.93,7,22.9,0,0,6,58.92,19,5
1346,LONG,2025-11-21T20:01:00.000Z,39079.92,67.3,SL,-78.16,10,27.0,0,0,12,57.32,20,5
1347,SHORT,2025-11-21T20:35:00.000Z,38904.32,38.6,SL,-77.81,4,8.5,0,0,13,54.96,20,5
1350,SHORT,2025-11-21T22:04:00.000Z,37892.39,35.3,SL,-75.78,4,36.3,0,0,5,57.99,22,5
1352,LONG,2025-11-21T22:54:00.000Z,38303.09,71.1,SL,-76.61,4,3.8,0,0,1,52.46,22,5
1353,LONG,2025-11-21T23:15:00.000Z,38385.94,65.7,SL,-76.77,4,26.0,0,0,15,56.01,23,5
1354,SHORT,2025-11-21T23:41:00.000Z,38065.62,33.6,SL,-76.13,9,12.2,0,0,4,60.23,23,5
1355,SHORT,2025-11-22T00:06:00.000Z,38016.93,37.0,SL,-76.03,13,70.3,0,1,20,52.77,0,6
1356,LONG,2025-11-22T00:20:00.000Z,38141.12,59.3,SL,-76.28,25,82.6,0,1,1,52.51,0,6
1357,SHORT,2025-11-22T01:13:00.000Z,38007.14,39.2,SL,-76.01,10,53.3,0,1,3,54.25,1,6
1359,LONG,2025-11-22T01:54:00.000Z,38379.01,76.5,SL,-76.76,7,81.5,0,1,4,53.05,1,6
1363,SHORT,2025-11-22T04:20:00.000Z,37916.00,32.4,SL,-75.83,4,30.1,0,0,8,52.50,4,6
1364,SHORT,2025-11-22T04:32:00.000Z,37861.84,37.9,SL,-75.72,3,3.8,1,0,20,55.78,4,6
1365,SHORT,2025-11-22T05:05:00.000Z,37777.13,36.9,SL,-75.55,16,82.9,0,1,16,51.64,5,6
1367,LONG,2025-11-22T06:16:00.000Z,38522.39,66.7,SL,-77.04,23,52.4,0,1,3,52.14,6,6
1368,SHORT,2025-11-22T06:40:00.000Z,38385.03,36.4,SL,-76.77,1,0.1,1,0,20,55.45,6,6
1369,SHORT,2025-11-22T06:50:00.000Z,38325.79,33.4,SL,-76.65,12,64.5,0,1,10,57.06,6,6
1370,LONG,2025-11-22T07:14:00.000Z,38431.28,55.5,SL,-76.86,5,12.3,0,0,7,61.06,7,6
1371,LONG,2025-11-22T07:36:00.000Z,38483.39,66.1,SL,-76.97,4,24.8,0,0,10,57.29,7,6
1373,LONG,2025-11-22T08:47:00.000Z,38570.45,59.7,SL,-77.14,8,24.0,0,0,4,54.91,8,6
1376,SHORT,2025-11-22T10:17:00.000Z,38080.86,30.3,SL,-76.16,2,11.4,1,0,5,54.13,10,6
1377,LONG,2025-11-22T10:23:00.000Z,38324.68,63.0,SL,-76.65,8,25.7,0,0,11,56.90,10,6
1378,LONG,2025-11-22T11:35:00.000Z,38044.91,62.5,SL,-76.09,2,0.8,1,0,2,51.17,11,6
1380,LONG,2025-11-22T11:45:00.000Z,38291.54,76.5,SL,-76.58,11,46.7,0,0,9,51.67,11,6
1381,LONG,2025-11-22T12:31:00.000Z,38317.22,60.4,SL,-76.63,5,5.5,0,0,20,49.96,12,6
1382,SHORT,2025-11-22T12:46:00.000Z,38170.66,43.7,SL,-76.34,6,44.0,0,0,20,57.80,12,6
1384,SHORT,2025-11-22T13:16:00.000Z,37833.40,25.7,SL,-75.67,5,15.3,0,0,1,52.73,13,6
1385,LONG,2025-11-22T14:01:00.000Z,38045.55,61.1,SL,-76.09,5,3.2,0,0,5,50.00,14,6
1386,SHORT,2025-11-22T14:11:00.000Z,37811.20,33.5,SL,-75.62,11,39.6,0,0,3,53.87,14,6
1387,LONG,2025-11-22T14:59:00.000Z,38265.39,66.3,SL,-76.53,2,16.7,1,0,1,54.24,14,6
1388,LONG,2025-11-22T15:04:00.000Z,38315.05,64.8,SL,-76.63,3,0.9,1,0,2,59.63,15,6
1389,SHORT,2025-11-22T15:15:00.000Z,38090.31,37.2,SL,-76.18,1,0.7,1,0,2,56.98,15,6
1390,SHORT,2025-11-22T16:13:00.000Z,38323.32,42.3,SL,-76.65,2,0.0,1,0,3,61.27,16,6
1391,SHORT,2025-11-22T18:32:00.000Z,38264.08,40.5,SL,-76.53,5,17.6,0,0,20,55.20,18,6
1392,SHORT,2025-11-22T18:42:00.000Z,38204.28,37.7,SL,-76.41,13,39.7,0,0,20,58.13,18,6
1393,LONG,2025-11-22T18:59:00.000Z,38391.62,63.7,SL,-76.78,19,65.0,0,1,5,53.51,18,6
1395,SHORT,2025-11-22T19:48:00.000Z,38077.48,30.6,SL,-76.15,9,74.4,0,1,12,50.76,19,6
1397,SHORT,2025-11-22T21:10:00.000Z,38066.02,37.9,SL,-76.13,3,2.5,1,0,4,55.69,21,6
1398,SHORT,2025-11-22T21:43:00.000Z,38040.10,39.1,SL,-76.08,2,20.1,1,0,20,55.73,21,6
1401,SHORT,2025-11-22T22:50:00.000Z,37476.70,34.8,SL,-74.95,4,31.1,0,0,5,55.09,22,6
1402,SHORT,2025-11-22T22:55:00.000Z,37426.81,36.6,SL,-74.85,12,66.0,0,1,5,57.60,22,6
1403,LONG,2025-11-22T23:17:00.000Z,37575.53,58.5,SL,-75.15,25,87.6,0,1,3,60.04,23,6
1404,SHORT,2025-11-22T23:43:00.000Z,37470.15,42.8,SL,-74.94,5,40.9,0,0,6,52.69,23,6
1405,SHORT,2025-11-23T00:00:00.000Z,37385.88,35.5,SL,-74.77,3,10.3,1,0,1,51.96,0,0
1406,SHORT,2025-11-23T00:27:00.000Z,37236.22,34.3,SL,-74.47,8,26.2,0,0,3,56.07,0,0
1407,LONG,2025-11-23T00:43:00.000Z,37458.64,65.1,SL,-74.92,8,24.1,0,0,5,50.49,0,0
1408,SHORT,2025-11-23T01:17:00.000Z,37382.22,39.0,SL,-74.76,5,29.0,0,0,5,48.32,1,0
1409,LONG,2025-11-23T02:44:00.000Z,38343.88,68.0,SL,-76.69,6,61.3,0,1,2,55.56,2,0
1411,LONG,2025-11-23T04:18:00.000Z,38113.97,58.7,SL,-76.23,4,15.3,0,0,12,52.41,4,0
1412,SHORT,2025-11-23T04:34:00.000Z,37961.06,42.9,SL,-75.92,5,22.5,0,0,12,59.05,4,0
1416,SHORT,2025-11-23T05:51:00.000Z,37238.84,24.6,SL,-74.48,4,7.4,0,0,8,55.58,5,0
1417,LONG,2025-11-23T06:49:00.000Z,37219.03,61.7,SL,-74.44,3,28.5,1,0,8,52.53,6,0
1418,SHORT,2025-11-23T07:10:00.000Z,36813.87,24.5,SL,-73.63,7,33.1,0,0,1,58.85,7,0
1420,SHORT,2025-11-23T08:01:00.000Z,36601.94,26.0,SL,-73.20,8,42.1,0,0,2,51.87,8,0
1421,LONG,2025-11-23T09:10:00.000Z,36127.43,62.4,SL,-72.25,8,16.3,0,0,7,47.74,9,0
1424,LONG,2025-11-23T11:38:00.000Z,36488.86,63.9,SL,-72.98,5,6.6,0,0,11,56.06,11,0
1428,SHORT,2025-11-23T14:22:00.000Z,37232.15,39.1,SL,-74.46,4,18.7,0,0,6,57.50,14,0
1430,LONG,2025-11-23T15:35:00.000Z,37507.94,57.7,SL,-75.02,6,30.8,0,0,16,55.98,15,0
1431,LONG,2025-11-23T15:49:00.000Z,37619.11,64.9,SL,-75.24,3,7.6,1,0,6,59.18,15,0
1432,SHORT,2025-11-23T15:57:00.000Z,37307.69,37.0,SL,-74.62,3,15.7,1,0,6,62.41,15,0
1434,SHORT,2025-11-23T17:05:00.000Z,37107.99,30.9,SL,-74.22,1,7.2,1,0,2,54.35,17,0
1435,LONG,2025-11-23T17:12:00.000Z,37326.60,58.5,SL,-74.65,2,0.3,1,0,6,57.36,17,0
1436,LONG,2025-11-23T17:27:00.000Z,37400.31,63.1,SL,-74.80,66,85.1,0,1,1,57.53,17,0
1438,SHORT,2025-11-23T19:43:00.000Z,36710.13,32.4,SL,-73.42,10,56.5,0,1,6,48.14,19,0
1440,SHORT,2025-11-23T20:37:00.000Z,37134.01,41.0,SL,-74.27,10,34.7,0,0,2,58.67,20,0
1443,LONG,2025-11-23T22:42:00.000Z,37123.90,62.5,SL,-74.25,4,20.4,0,0,9,48.38,22,0
1446,SHORT,2025-11-24T00:42:00.000Z,37168.80,36.9,SL,-74.34,7,26.9,0,0,5,55.05,0,1
1448,LONG,2025-11-24T01:41:00.000Z,37049.17,59.7,SL,-74.10,1,0.0,1,0,16,53.82,1,1
1451,LONG,2025-11-24T02:36:00.000Z,37597.70,71.2,SL,-75.20,6,45.5,0,0,2,54.93,2,1
1452,LONG,2025-11-24T02:54:00.000Z,37686.19,63.5,SL,-75.37,2,0.0,1,0,5,56.67,2,1
1454,SHORT,2025-11-24T03:21:00.000Z,37576.31,34.6,SL,-75.15,25,91.5,0,1,2,52.09,3,1
1455,LONG,2025-11-24T03:49:00.000Z,37726.66,64.5,SL,-75.45,8,31.9,0,0,2,49.34,3,1
1456,SHORT,2025-11-24T04:02:00.000Z,37584.87,44.1,SL,-75.17,5,41.7,0,0,1,54.15,4,1
1457,SHORT,2025-11-24T04:33:00.000Z,37499.94,39.5,SL,-75.00,35,88.6,0,1,11,47.38,4,1
1458,LONG,2025-11-24T05:10:00.000Z,37610.56,66.3,SL,-75.22,11,51.8,0,1,17,53.79,5,1
1459,LONG,2025-11-24T05:42:00.000Z,37696.85,63.6,SL,-75.39,3,27.6,1,0,16,48.13,5,1
1460,LONG,2025-11-24T05:56:00.000Z,37770.38,67.8,SL,-75.54,2,6.1,1,0,20,51.00,5,1
1461,LONG,2025-11-24T06:08:00.000Z,37785.42,64.1,SL,-75.57,5,19.0,0,0,11,57.63,6,1
1463,SHORT,2025-11-24T06:54:00.000Z,37410.33,29.7,SL,-74.82,9,52.0,0,1,3,54.99,6,1
1464,SHORT,2025-11-24T07:11:00.000Z,37311.88,34.6,SL,-74.62,6,9.5,0,0,1,56.98,7,1
1465,LONG,2025-11-24T07:25:00.000Z,37466.12,59.8,SL,-74.93,6,11.3,0,0,15,55.93,7,1
1467,SHORT,2025-11-24T08:43:00.000Z,36641.17,40.2,SL,-73.28,2,1.7,1,0,5,52.53,8,1
1468,SHORT,2025-11-24T08:58:00.000Z,36620.57,39.6,SL,-73.24,9,54.6,0,1,3,51.37,8,1
1471,LONG,2025-11-24T10:40:00.000Z,37301.52,69.3,SL,-74.60,5,0.0,0,0,5,56.50,10,1
1472,SHORT,2025-11-24T10:51:00.000Z,37113.68,37.9,SL,-74.23,19,87.7,0,1,16,52.93,10,1
1474,LONG,2025-11-24T12:12:00.000Z,37330.38,72.5,SL,-74.66,2,17.3,1,0,16,58.52,12,1
1475,SHORT,2025-11-24T12:27:00.000Z,37075.56,42.6,SL,-74.15,6,13.0,0,0,1,57.97,12,1
1477,LONG,2025-11-24T13:10:00.000Z,37434.01,64.2,SL,-74.87,2,1.1,1,0,12,56.80,13,1
1478,SHORT,2025-11-24T13:19:00.000Z,37177.70,33.3,SL,-74.36,18,84.1,0,1,11,59.85,13,1
1482,LONG,2025-11-24T15:07:00.000Z,37813.04,75.0,SL,-75.63,35,75.6,0,1,7,59.12,15,1
1485,SHORT,2025-11-24T16:15:00.000Z,37336.71,30.1,SL,-74.67,20,69.1,0,1,1,59.56,16,1
1487,SHORT,2025-11-24T16:59:00.000Z,37054.31,30.3,SL,-74.11,5,40.9,0,0,4,58.85,16,1
1488,LONG,2025-11-24T17:34:00.000Z,37398.43,67.5,SL,-74.80,4,26.8,0,0,2,52.61,17,1
1490,LONG,2025-11-24T18:46:00.000Z,37494.11,75.2,SL,-74.99,5,18.9,0,0,5,52.65,18,1
1491,SHORT,2025-11-24T19:03:00.000Z,37326.39,42.7,SL,-74.65,2,0.0,1,0,2,52.71,19,1
1493,SHORT,2025-11-24T19:42:00.000Z,37002.52,28.7,SL,-74.01,2,15.4,1,0,6,49.99,19,1
1494,LONG,2025-11-24T20:09:00.000Z,37197.39,62.1,SL,-74.39,2,3.8,1,0,8,50.72,20,1
1495,SHORT,2025-11-24T20:18:00.000Z,37013.68,39.8,SL,-74.03,7,50.1,0,1,17,55.40,20,1
1496,SHORT,2025-11-24T20:42:00.000Z,36954.96,41.3,SL,-73.91,4,33.2,0,0,11,50.21,20,1
1497,SHORT,2025-11-24T20:54:00.000Z,36853.59,36.2,SL,-73.71,56,81.9,0,1,20,51.19,20,1